company_name,status,permalink,homepage_url,market,country_code,state_code,region,city,company_founding_date,founded_year,founded_month,founded_quarter,funding_rounds,funding_total_usd,first_funding_round_at,last_funding_round_at
Universal Fuels,operating,/organization/universal-fuels,http://universalfuels.co.uk,Automotive,GBR,,London,London,,,,,1,78082,2012-08-01,2012-08-01
Callvine,operating,/organization/callvine,http://www.callvine.com,iPhone,USA,TX,Austin,Austin,2011-04-01,2011,2011-04,2011-Q2,1,4000000,2010-08-09,2010-08-09
s0cket,operating,/organization/s0cket,http://www.s0cket.com,Android,AUS,,Melbourne,Melbourne,,,,,1,150000,2013-05-10,2013-05-10
Viajala,operating,/organization/escapar,http://viajala.com/,Online Travel,COL,,Bogota,Bogotá,2013-01-01,2013,2013-01,2013-Q1,1,130000,2014-04-01,2014-04-01
FatSkunk,operating,/organization/fatskunk,http://www.fatskunk.com,Software,,,,,2009-01-01,2009,2009-01,2009-Q1,1,250000,2012-11-12,2012-11-12
,,,,,,,,,,,,,,,,
IP Commerce,operating,/organization/ip-commerce,http://www.commercesync.com,Software,,,,,2005-01-01,2005,2005-01,2005-Q1,4,44028672,2008-04-01,2012-08-17
Upplication,operating,/organization/upplication,http://upplication.com/build-your-app,Mobile,ESP,,Madrid,Madrid,2012-10-11,2012,2012-10,2012-Q4,1,469255,2012-10-22,2012-10-22
FilterSure,operating,/organization/filtersure-inc,http://www.filtersureinc.com,,USA,VA,"Washington, D.C.",Mclean,2006-06-23,2006,2006-06,2006-Q2,1,0,2012-02-08,2012-02-08
AngioSlide,operating,/organization/angioslide,http://www.angioslide.com,Health Care,USA,CO,Denver,Wheat Ridge,2005-01-01,2005,2005-01,2005-Q1,6,30150000,2006-12-01,2013-01-03
Stormpath,operating,/organization/stormpath,http://www.stormpath.com,Software,USA,CA,SF Bay Area,San Mateo,,,,,2,9700000,2012-03-19,2013-02-19
BehavioSec,operating,/organization/behaviosec,http://www.behaviosec.com,Security,SWE,,Lulea,Luleå,2007-01-01,2007,2007-01,2007-Q1,2,2026620,2008-01-01,2011-05-10
9flats,operating,/organization/9flats,http://www.9flats.com,Travel,DEU,,Berlin,Berlin,2011-02-01,2011,2011-02,2011-Q1,1,0,2012-01-12,2012-01-12
Whistlestop,operating,/organization/whistlestop,http://www.whistlestop.com,Analytics,,,,,2011-10-01,2011,2011-10,2011-Q4,1,400000,2011-07-01,2011-07-01
,,,,,,,,,,,,,,,,
Ogden Tomotherapy,operating,/organization/ogden-tomotherapy,,,USA,TN,Nashville,Nashville,2011-01-01,2011,2011-01,2011-Q1,1,676708,2011-12-08,2011-12-08
Intellicyt,operating,/organization/intellicyt,http://intellicyt.com,Biotechnology,USA,NM,Albuquerque,Albuquerque,2006-01-01,2006,2006-01,2006-Q1,2,12000000,2013-05-06,2014-06-10
DoorDash,operating,/organization/doordash,http://www.doordash.com,Small and Medium Businesses,USA,CA,SF Bay Area,Palo Alto,2013-01-01,2013,2013-01,2013-Q1,3,19700000,2013-03-01,2014-05-22
Hello Local Media ( HLM ),operating,/organization/hello-local-media-hlm,http://helloaround.me,News,RUS,,Moscow,Moscow,2012-03-01,2012,2012-03,2012-Q1,1,50000,2011-05-01,2011-05-01
QE Ventures,operating,/organization/qe-ventures,http://qfdevelop.com,Software,USA,NY,New York City,New York,2000-01-01,2000,2000-01,2000-Q1,1,232845,2012-07-17,2012-07-17
Atonarp,operating,/organization/atonarp,http://www.atonarp.com/,Manufacturing,JPN,,Tokyo,Tokyo,,,,,1,8000000,2014-08-12,2014-08-12
iPerceptions,operating,/organization/iperceptions,http://www.iperceptions.com,Analytics,USA,NY,New York City,New York,2000-01-01,2000,2000-01,2000-Q1,1,3650000,2008-12-02,2008-12-02
Blue Diamond Technologies,operating,/organization/blue-diamond-technologies,http://bluediamondtechltd.com,Clean Technology,,,,,,,,,1,102809,2012-12-14,2012-12-14
Blackwave,acquired,/organization/acinion,http://www.blackwave.tv,Storage,USA,MA,Boston,Acton,2006-01-01,2006,2006-01,2006-Q1,3,28000000,2006-12-01,2009-09-30
Reonomy,operating,/organization/reonomy,http://www.reonomy.com,Analytics,USA,NY,New York City,New York,2013-03-01,2013,2013-03,2013-Q1,2,4850000,2013-03-01,2014-03-18
vSocial,operating,/organization/vsocial,http://www.vsocial.com,Enterprise Software,USA,AZ,Phoenix,Tempe,,,,,2,0,2007-01-01,2007-09-01
CasterStats,acquired,/organization/casterstats,http://www.casterstats.com,Software,BEL,,Brussels,Liège,2009-10-15,2009,2009-10,2009-Q4,1,631720,2009-10-15,2009-10-15
Rivalry,operating,/organization/rivalry,http://rivalry.com,Internet,USA,GA,Atlanta,Atlanta,2012-01-01,2012,2012-01,2012-Q1,1,550000,2014-07-11,2014-07-11
MindBodyGreen,operating,/organization/mindbodygreen,http://www.mindbodygreen.com,Health and Wellness,USA,NY,New York City,Brooklyn,2009-01-01,2009,2009-01,2009-Q1,1,1870000,2014-03-02,2014-03-02
Touch Payments,operating,/organization/touch-payments,http://www.touchpayments.com.au,E-Commerce,AUS,,Sydney,Surry Hills,,,,,1,0,2013-12-01,2013-12-01
CradlePoint Technology,operating,/organization/cradlepoint,http://www.cradlepoint.com,Hardware + Software,USA,ID,Boise,Boise,2004-01-01,2004,2004-01,2004-Q1,4,17628255,2009-07-27,2012-07-24
Gobooks,operating,/organization/gobooks,http://gobooks.com.br/,Textbooks,BRA,,Rio de Janeiro,Rio De Janeiro,2013-01-24,2013,2013-01,2013-Q1,2,325000,2013-01-01,2013-03-01
TunePatrol,operating,/organization/tunepatrol,http://tunepatrol.com,Music,IND,,Bangalore,Bangalore,2012-03-30,2012,2012-03,2012-Q1,1,20000,2012-08-01,2012-08-01
Tokiva Technologies,operating,/organization/tokiva-technologies,http://www.tokiva.com,Mobile,CAN,ON,Toronto,Toronto,2007-09-01,2007,2007-09,2007-Q3,1,0,2007-11-01,2007-11-01
Flash Auto Detailing,operating,/organization/flash-auto-detailing,http://www.flashautodetailing.com/,,CAN,BC,BC - Other,Richmond,2011-05-30,2011,2011-05,2011-Q2,1,1000,2014-03-16,2014-03-16
Analyte Health,operating,/organization/analyte-health,,Health Care,USA,IL,Chicago,Chicago,2007-01-01,2007,2007-01,2007-Q1,5,38550000,2008-10-31,2012-07-25
,,,,,,,,,,,,,,,,
Kingdom Scene Endeavors,operating,/organization/kingdom-scene-endeavors,http://www.kingdomscene.com,Games,USA,MO,St. Louis,St Louis,2009-01-01,2009,2009-01,2009-Q1,4,3365000,2010-06-01,2014-02-06
CiteHealth,operating,/organization/citehealth,http://citehealth.com,Analytics,USA,CO,Denver,Brighton,2007-01-01,2007,2007-01,2007-Q1,1,768000,2007-01-01,2007-01-01
linkedFA,operating,/organization/linkedfa,http://www.linkedfa.com,Social Media,USA,FL,Ft. Lauderdale,Coral Springs,,,,,1,3000000,2011-03-22,2011-03-22
Get-n-Post,operating,/organization/get-n-post,http://get-n-post.ru/,,,,,,,,,,1,0,2014-01-01,2014-01-01
JethroData,operating,/organization/jethrodata,http://www.jethrodata.com,Analytics,ISR,,Netanya,Netanya,2012-03-01,2012,2012-03,2012-Q1,1,4500000,2013-02-27,2013-02-27
Hobzy,operating,/organization/hobzy,http://hobzy.com,E-Commerce,GBR,,GBR - Other,,2011-01-01,2011,2011-01,2011-Q1,2,232629,2013-08-30,2013-09-02
Ameristream,operating,/organization/ameristream,http://ameristreamlive.com,Entertainment,USA,NY,Long Island,Port Washington,2006-09-06,2006,2006-09,2006-Q3,1,0,2012-04-17,2012-04-17
Panoratio,operating,/organization/panoratio,http://www.panoratio.com,Software,DEU,,Munich,Munich,2003-01-01,2003,2003-01,2003-Q1,4,8168723,2005-09-14,2012-10-09
Opera Solutions,operating,/organization/opera-solutions,http://www.operasolutions.com,Predictive Analytics,USA,NJ,Newark,Jersey City,2004-01-01,2004,2004-01,2004-Q1,3,122199999,2011-09-14,2014-10-23
,,,,,,,,,,,,,,,,
Booklr,acquired,/organization/booklr,http://www.booklr.com,Analytics,,,,,2010-01-01,2010,2010-01,2010-Q1,1,500000,2011-01-01,2011-01-01
"UICO, LLC",operating,/organization/uico-inc,http://www.uico.com,Technology,USA,IL,Chicago,Elmhurst,,,,,4,12400000,2008-05-13,2014-01-23
Crimson Hexagon,operating,/organization/crimson-hexagon,http://crimsonhexagon.com,Social Media Monitoring,USA,MA,Boston,Boston,2007-08-01,2007,2007-08,2007-Q3,5,11158362,2009-09-09,2012-09-28
,,,,,,,,,,,,,,,,
Cheers,operating,/organization/cheers,http://chee.rs,Mobile,USA,CA,Los Angeles,Torrance,2011-09-01,2011,2011-09,2011-Q3,1,2500000,2013-03-05,2013-03-05
Zify,operating,/organization/zify,http://zify.co,Social Network Media,IND,,Hyderabad,Hyderabad,2014-03-10,2014,2014-03,2014-Q1,1,16600,2014-05-14,2014-05-14
,,,,,,,,,,,,,,,,
Sentri,operating,/organization/sentri,http://sentri.me/,Home Automation,USA,CA,SF Bay Area,San Francisco,2014-03-27,2014,2014-03,2014-Q1,1,125000,2014-08-12,2014-08-12
LightTable,operating,/organization/lighttable,http://www.lighttable.com,Web Development,,,,,,,,,1,0,2012-08-01,2012-08-01
V2contact,operating,/organization/v2contact,http://www.v2contact.com/,,PER,,Lima,Lima,,,,,2,60000,2014-03-01,2014-06-01
Popularo,closed,/organization/popularo,http://popularo.com,Social Bookmarking,USA,PA,Philadelphia,Philadelphia,2007-10-15,2007,2007-10,2007-Q4,1,0,2007-11-01,2007-11-01
Tactical Awareness Beacon Systems,operating,/organization/tactical-awareness-beacon-systems,http://tabscorp.com,Hardware + Software,USA,CT,CT - Other,North Canton,,,,,1,500000,2013-05-18,2013-05-18
Applied Minerals,operating,/organization/applied-minerals,http://appliedminerals.com,,USA,NY,New York City,New York,,,,,2,12500000,2013-08-05,2014-11-07
Map Decisions,operating,/organization/map-decisions,http://mapdecisions.com,Software,USA,PA,Allentown,Bethlehem,2012-05-15,2012,2012-05,2012-Q2,1,13200,2013-08-09,2013-08-09
Guardian EMS Products,operating,/organization/guardian-ems-products,http://guardianemsproducts.com,Manufacturing,USA,CA,San Diego,Vista,2011-07-05,2011,2011-07,2011-Q3,1,575000,2011-06-17,2011-06-17
Integrated Medical Partners,operating,/organization/integrated-medical-partners,http://www.integratedmp.com,Health Care,USA,WI,Milwaukee,Milwaukee,2008-01-01,2008,2008-01,2008-Q1,2,3000000,2010-03-03,2010-09-07
Cardiac Insight,operating,/organization/cardiac-insight,,Biotechnology,USA,WA,Seattle,Bellevue,2008-01-01,2008,2008-01,2008-Q1,6,10500249,2011-01-07,2014-07-21
Siteminis,operating,/organization/siteminis,http://www.siteminis.com/home.html,Mobile,USA,GA,Atlanta,Marietta,2007-01-01,2007,2007-01,2007-Q1,2,725000,2009-12-31,2011-02-01
Bihu.com,closed,/organization/bihu-com,http://www.bihu.com,Advertising,CHN,,Beijing,Beijing,,,,,1,10000000,2008-06-09,2008-06-09
Comenta TV,,/organization/comenta-tv,http://comenta.tv,News,ARG,,Buenos Aires,Buenos Aires,2012-01-01,2012,2012-01,2012-Q1,4,538062,2011-09-01,2013-11-01
StartupBlink,operating,/organization/startupblink,http://startupblink.com,Analytics,CHE,,Zurich,Zürich,,,,,1,28000,2013-09-15,2013-09-15
Innovate2,operating,/organization/innovate2,,Fashion,USA,CA,Ontario - Inland Empire,Rancho Cucamonga,2012-12-01,2012,2012-12,2012-Q4,1,0,2013-10-22,2013-10-22
JDLab,operating,/organization/jdlab,http://www.iueditor.org,Web Development,,,,,2013-12-24,2013,2013-12,2013-Q4,1,1000000,2014-01-31,2014-01-31
Microbial Solutions,operating,/organization/microbial-solutions,http://www.microbialsolutions.co.uk,,GBR,,London,Oxford,2007-12-01,2007,2007-12,2007-Q4,1,2341991,2008-01-22,2008-01-22
Mimix Broadband,acquired,/organization/mimix-broadband,http://www.mimixbroadband.com,Semiconductors,USA,MA,Boston,Lowell,,,,,3,18500000,2003-11-01,2008-07-17
LucidMedia,acquired,/organization/lucidmedia,http://www.lucidmedia.com,Sales and Marketing,USA,VA,"Washington, D.C.",Reston,1999-01-01,1999,1999-01,1999-Q1,3,18734312,2008-12-04,2011-06-20
Greenlots,operating,/organization/greenlots,http://www.greenlots.com,Clean Technology,USA,CA,SF Bay Area,San Francisco,2008-09-01,2008,2008-09,2008-Q3,2,7000000,2008-09-01,2011-06-01
FANCY CELLAR - 品庄酒业,operating,/organization/fancycellar,http://www.fancycellar.com,Hospitality,CHN,,Shanghai,Shanghai,2013-01-13,2013,2013-01,2013-Q1,1,150000,2013-01-13,2013-01-13
SimpleFi,operating,/organization/simplefi,http://simplefi.org,,,,,,2012-08-01,2012,2012-08,2012-Q3,1,3000000,2014-03-01,2014-03-01
Oriental-Creations,operating,/organization/oriental-creations,http://www.oriental-creations.com,E-Commerce,UZB,,Tashkent,Tashkent,2006-10-17,2006,2006-10,2006-Q4,1,90000,2007-03-05,2007-03-05
Conferize,operating,/organization/conferize,http://www.conferize.com,Curated Web,DNK,,Copenhagen,Copenhagen,2010-01-01,2010,2010-01,2010-Q1,2,1330000,2012-11-03,2013-09-18
AdvanDx,operating,/organization/advandx,http://www.advandx.com,Biotechnology,USA,MA,Boston,Woburn,2002-01-01,2002,2002-01,2002-Q1,3,22200000,2009-10-12,2014-04-08
Axion BioSystems,operating,/organization/axion-biosystems,http://axionbiosystems.com,Biotechnology,USA,GA,Atlanta,Atlanta,,,,,3,6308960,2009-04-30,2012-05-09
Organovo Holdings,operating,/organization/organovo-holdings,http://organovo.com,Biotechnology,USA,CA,San Diego,San Diego,,,,,3,26352435,2011-11-02,2013-01-04
Xalam Investments,operating,/organization/xalam-investments,,Real Estate,USA,UT,Salt Lake City,South Jordan,2014-08-21,2014,2014-08,2014-Q3,1,0,2014-08-24,2014-08-24
Kopo Kopo,operating,/organization/kopo-kopo,http://www.kopokopo.com,E-Commerce,KEN,,Nairobi,Nairobi,2010-08-01,2010,2010-08,2010-Q3,5,6359922,2010-08-20,2013-11-12
Lendio,operating,/organization/lendio,http://lendio.com,Finance,USA,UT,Salt Lake City,South Jordan,2006-03-15,2006,2006-03,2006-Q1,3,12500000,2011-02-17,2013-08-28
"Kibboko, Inc.",closed,/organization/kibboko,http://www.kibboko.com,Software,CAN,ON,Toronto,Toronto,2008-06-27,2008,2008-06,2008-Q2,1,2500000,2007-08-14,2007-08-14
Lucibel,operating,/organization/lucibel,http://www.lucibel.com,Security,HKG,,Hong Kong,Hong Kong,2008-01-01,2008,2008-01,2008-Q1,5,33378639,2012-06-07,2013-12-19
Prolexic Technologies,acquired,/organization/prolexic,http://www.prolexic.com,Enterprise Software,USA,FL,Ft. Lauderdale,Hollywood,2003-01-01,2003,2003-01,2003-Q1,3,51900000,2011-03-28,2013-07-25
Jackson Square Group,operating,/organization/jackson-square-group,http://jacksonsquaregroup.com,Technology,USA,LA,New Orleans,New Orleans,2010-04-01,2010,2010-04,2010-Q2,1,0,2010-07-16,2010-07-16
Kynogon,closed,/organization/kynogon,http://www.kynogon.com,Software,FRA,,Paris,Suresnes,2000-01-01,2000,2000-01,2000-Q1,1,3000000,2006-01-03,2006-01-03
Dee's Ventures,operating,/organization/dee-s-ventures,,Consumer Electronics,USA,NC,Raleigh,Raleigh,2014-09-15,2014,2014-09,2014-Q3,1,0,2014-10-03,2014-10-03
,,,,,,,,,,,,,,,,
Trex Enterprises,operating,/organization/trex-enterprises,http://trexenterprises.com,Enterprise Software,USA,CA,San Diego,San Diego,,,,,1,1680000,2011-01-11,2011-01-11
Grand Circus,operating,/organization/grand-circus,http://grandcircus.co,Education,USA,MI,Detroit,Detroit,2013-02-01,2013,2013-02,2013-Q1,1,1250000,2013-05-31,2013-05-31
Visicon Technologies,operating,/organization/visicon-technologies,http://www.visicontech.com,,USA,CA,Napa Valley,Napa,2001-01-01,2001,2001-01,2001-Q1,1,1102000,2012-07-01,2012-07-01
Wit Dot Media Inc,operating,/organization/dingdong,http://taptalk.me,Photography,USA,CA,SF Bay Area,San Francisco,2012-01-01,2012,2012-01,2012-Q1,1,0,2013-07-24,2013-07-24
Evi,acquired,/organization/evi,http://www.evi.com,Mobile,GBR,,London,Cambridge,2005-08-01,2005,2005-08,2005-Q3,2,5190128,2007-09-01,2008-07-29
Golfshop Online,operating,/organization/golfshop-online,http://golfshop-online.net,Sports,CHE,,Zurich,Zug,2011-08-20,2011,2011-08,2011-Q3,1,35000,2013-01-01,2013-01-01
Scripps Networks Interactive,operating,/organization/scripps-networks-interactive,http://www.scrippsnetworks.com,Curated Web,USA,TN,Knoxville,Knoxville,1994-01-01,1994,1994-01,1994-Q1,1,10000000,2010-03-01,2010-03-01
,,,,,,,,,,,,,,,,
"Nurture, Inc.",operating,/organization/nurture-inc,http://happyfamilybrands.com,Hospitality,USA,NY,New York City,New York,2006-01-01,2006,2006-01,2006-Q1,2,7631514,2010-12-10,2011-12-02
,,,,,,,,,,,,,,,,
Nifti,operating,/organization/nifti,http://nifti.com,Curated Web,USA,MA,Boston,Boston,2012-01-01,2012,2012-01,2012-Q1,1,800000,2013-07-18,2013-07-18
LeisureLogix,closed,/organization/leisurelogix,http://www.roadescapes.com,Maps,USA,FL,Tampa,Tampa,2006-08-01,2006,2006-08,2006-Q3,3,5900000,2007-01-01,2007-01-01
,,,,,,,,,,,,,,,,
Energy Solutions International,operating,/organization/energy-solutions-international,http://www.esilighting.com,Clean Technology,USA,MN,Minneapolis,Saint Paul,1992-01-01,1992,1992-01,1992-Q1,1,9500000,2010-06-15,2010-06-15
Up My Game,operating,/organization/up-my-game,http://www.upmygame.com,Apps,CAN,NS,Halifax,Halifax,2009-01-31,2009,2009-01,2009-Q1,1,242718,2013-09-13,2013-09-13
PlaySquare,operating,/organization/playsquare,http://playsquare.tv,Mobile,USA,NY,New York City,New York,2011-04-01,2011,2011-04,2011-Q2,1,660000,2013-04-11,2013-04-11
Envio Networks,acquired,/organization/envio-networks,http://www.envionetworks.com,E-Commerce,USA,MA,Boston,Andover,,,,,2,17000000,2006-06-22,2008-04-23
Ad Hoc Labs,operating,/organization/ad-hoc-labs-2,http://burnerapp.com,Mobile,USA,CA,Los Angeles,Los Angeles,2012-08-01,2012,2012-08,2012-Q3,2,2000000,2012-10-18,2013-10-21
RehabDev,operating,/organization/rehabdev,,Health and Wellness,USA,AZ,Phoenix,Scottsdale,,,,,1,25000,2012-11-21,2012-11-21
regrob.com,operating,/organization/regrob-com,http://www.regrob.com,Real Estate,IND,,New Delhi,Noida,2008-02-08,2008,2008-02,2008-Q1,1,2000,2013-05-30,2013-05-30
Planbox,operating,/organization/planbox,http://www.planbox.com,Enterprise Software,CAN,QC,Montreal,Montréal,2009-09-15,2009,2009-09,2009-Q3,1,0,2009-09-01,2009-09-01
JobApp,operating,/organization/jobapp,http://www.jobappplus.com,Enterprise Software,USA,CO,Denver,Denver,1997-01-01,1997,1997-01,1997-Q1,1,0,2013-01-23,2013-01-23
Zila Networks,closed,/organization/zila-networks,http://zilanetworks.com,Mobile,USA,FL,Miami,Miami,2009-07-28,2009,2009-07,2009-Q3,1,1000000,2009-07-28,2009-07-28
Mirics Semiconductor,operating,/organization/mirics-semiconductor,http://www.mirics.com,Semiconductors,,,,,2004-05-01,2004,2004-05,2004-Q2,5,52548106,2007-08-06,2011-09-20
Bergen Medical Products,operating,/organization/bergen-medical-products,http://bergenmedicalproducts.com,Medical Professionals,USA,NJ,NJ - Other,Cedar Knolls,,,,,1,1634935,2014-08-04,2014-08-04
Hightower,operating,/organization/hightower,http://gethightower.com,Real Estate,USA,NY,New York City,New York,2013-03-01,2013,2013-03,2013-Q1,2,8620000,2013-12-20,2014-08-21
Geosho,operating,/organization/geosho,http://www.geosho.com,Enterprise Software,GBR,,GBR - Other,Caernarfon,2010-03-01,2010,2010-03,2010-Q1,1,387803,2011-01-10,2011-01-10
Community Infopoint,operating,/organization/community-infopoint,http://www.communityinfopoint.com,Digital Signage,GBR,,GBR - Other,,2009-02-23,2009,2009-02,2009-Q1,1,29222,2009-01-01,2009-01-01
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Synarc,operating,/organization/synarc,http://synarc.com,Biotechnology,USA,CA,SF Bay Area,Newark,1998-01-01,1998,1998-01,1998-Q1,1,5000000,2009-06-17,2009-06-17
TidePool,operating,/organization/tidepool,http://www.tidepool.co,Curated Web,USA,CA,SF Bay Area,San Francisco,2011-05-03,2011,2011-05,2011-Q2,1,1500000,2012-05-04,2012-05-04
Optrace,operating,/organization/optrace,http://optrace.ie/,Creative Industries,IRL,,Dublin,Dublin,2013-01-01,2013,2013-01,2013-Q1,1,100000,2013-09-01,2013-09-01
Masterson Industries,operating,/organization/masterson-industries,http://mastersonind.com,Manufacturing,USA,NM,Albuquerque,Albuquerque,2012-01-01,2012,2012-01,2012-Q1,1,0,2013-08-13,2013-08-13
Twicketer,operating,/organization/twicketer-inc,http://www.twicketer.com,Software,USA,WI,Milwaukee,Racine,2009-10-21,2009,2009-10,2009-Q4,1,0,2012-05-14,2012-05-14
Transaq,operating,/organization/transaq,http://transaq.ru/en,Hardware + Software,,,,,2007-01-01,2007,2007-01,2007-Q1,1,0,2008-06-01,2008-06-01
PlayerPro,operating,/organization/playerpro,http://www.getplayerpro.com,Social Network Media,GBR,,GBR - Other,,2012-08-01,2012,2012-08,2012-Q3,1,110000,2013-01-15,2013-01-15
I2 TELECOM INTERNATIONA,operating,/organization/i2-telecom-internationa,,,USA,GA,Atlanta,Roswell,,,,,4,5225000,2008-10-30,2009-04-27
Caliber Infosolutions,operating,/organization/caliber-infosolutions,http://www.caliberinfosolutions.com,Biotechnology,USA,PA,Pittsburgh,Pittsburgh,,,,,1,0,2009-02-17,2009-02-17
Chamson Group,operating,/organization/chamson-group,,Security,USA,IL,IL - Other,Collinsville,2011-06-15,2011,2011-06,2011-Q2,1,0,2011-06-15,2011-06-15
AlleyWatch,operating,/organization/alleywatch,http://alleywatch.com,Startups,USA,NY,New York City,New York,2012-10-01,2012,2012-10,2012-Q4,1,40000,2012-10-15,2012-10-15
Mezmeriz,operating,/organization/mezmeriz,http://www.mezmeriz.com,Hardware + Software,USA,NY,Elmira,Ithaca,2006-11-20,2006,2006-11,2006-Q4,2,2097106,2010-03-24,2012-02-23
Consumer Agent Portal (CAP),,/organization/consumer-agent-portal-cap,http://iw.trustedchoice.com,Curated Web,USA,MN,MN - Other,Saint Louis Park,2011-01-01,2011,2011-01,2011-Q1,4,40600000,2011-08-30,2014-04-24
3Guppies,operating,/organization/3guppies,,Music,USA,WA,Seattle,Seattle,2003-01-01,2003,2003-01,2003-Q1,1,20000000,2006-04-05,2006-04-05
EvoApp,closed,/organization/evoapp,http://www.evoapp.com,Customer Service,USA,NC,Raleigh,Durham,2009-01-01,2009,2009-01,2009-Q1,3,3352194,2010-10-15,2012-04-20
OGIO International,operating,/organization/ogio-international,http://ogio.com,Fashion,USA,UT,Salt Lake City,Salt Lake City,1987-01-01,1987,1987-01,1987-Q1,1,5000000,2009-09-09,2009-09-09
,,,,,,,,,,,,,,,,
TabbedOut,operating,/organization/tabbedout,http://www.tabbedout.com,Mobile Payments,USA,TX,Austin,Austin,2009-06-24,2009,2009-06,2009-Q2,5,17510353,2010-01-12,2013-10-04
Kato,operating,/organization/kato,http://kato.im,Business Information Systems,USA,CA,SF Bay Area,Oakland,2013-01-01,2013,2013-01,2013-Q1,2,1878000,2013-05-13,2013-08-01
Newsflare,operating,/organization/newsflare,http://www.newsflare.com/,Media,GBR,,London,London,2011-01-01,2011,2011-01,2011-Q1,1,82945,2014-03-19,2014-03-19
Hot Potato,acquired,/organization/hotpotato,http://www.hotpotato.com,Social Media,USA,NY,New York City,Brooklyn,2009-01-01,2009,2009-01,2009-Q1,1,1420000,2009-11-25,2009-11-25
The Printers Inc,operating,/organization/the-printers-inc,http://www.theprintersinc.co.uk,Printing,,,,,2012-01-01,2012,2012-01,2012-Q1,1,60824,2013-04-01,2013-04-01
Reputation Institute,operating,/organization/reputation-institute,http://www.reputationinstitute.com,Consulting,USA,NY,New York City,New York,1997-01-01,1997,1997-01,1997-Q1,1,0,2013-05-29,2013-05-29
Hipscan,operating,/organization/hipscan,http://www.hipscan.com,Mobile,USA,CA,SF Bay Area,Menlo Park,2010-12-11,2010,2010-12,2010-Q4,1,100000,2013-01-01,2013-01-01
,,,,,,,,,,,,,,,,
PV Evolution Labs,operating,/organization/pv-evolution-labs,,,USA,CA,SF Bay Area,San Francisco,2009-01-01,2009,2009-01,2009-Q1,2,235000,2012-04-01,2012-07-01
IndianStage,operating,/organization/indianstage,http://indianstage.in,Photography,IND,,Bangalore,Bangalore,,,,,1,0,2014-02-17,2014-02-17
Umthunzi,operating,/organization/umthunzi,,Medical,USA,AR,Little Rock,Little Rock,2011-01-05,2011,2011-01,2011-Q1,1,0,2011-01-10,2011-01-10
Pixonic,operating,/organization/pixonic,http://www.pixonic.com,Games,RUS,,Moscow,Moscow,2009-12-15,2009,2009-12,2009-Q4,2,10000000,2011-05-31,2011-10-26
Chongqing Jielai Communication,operating,/organization/chongqing-jielai-communication-co-ltd,http://www.qisoe.com/company/10821.html,Communications Infrastructure,CHN,,Chongqing,Chongqing,2005-01-01,2005,2005-01,2005-Q1,1,438382,2008-10-01,2008-10-01
Instablogs,acquired,/organization/instablogs,http://www.instablogs.com,Curated Web,USA,NY,New York City,New York,2005-10-05,2005,2005-10,2005-Q4,1,0,2008-05-01,2008-05-01
GridGain Systems,operating,/organization/gridgain-systems,http://www.gridgain.com,Analytics,USA,CA,SF Bay Area,Foster City,2005-05-01,2005,2005-05,2005-Q2,2,12500000,2011-12-05,2013-07-29
GamePlan Technologies,operating,/organization/gameplan-technologies,http://www.gogameplan.com,Software,USA,NE,Omaha,Omaha,2005-01-01,2005,2005-01,2005-Q1,2,3050000,2006-04-25,2013-10-16
Seafarers CV,operating,/organization/seafarers-cv-ltd,http://www.seafarerscv.com,Networking,CAN,NS,Halifax,Halifax,2013-03-07,2013,2013-03,2013-Q1,1,0,2013-07-27,2013-07-27
MOTA Motors,operating,/organization/mota-motors,http://www.mota.com,Automotive,USA,CA,Los Angeles,Venice,2008-02-01,2008,2008-02,2008-Q1,3,9500000,2008-04-22,2011-07-01
DiaTech Oncology,operating,/organization/diatech-oncology,http://diatech-oncology.com,Biotechnology,USA,TN,Nashville,Brentwood,,,,,1,18000000,2013-06-04,2013-06-04
,,,,,,,,,,,,,,,,
Siva Power,operating,/organization/siva-power,http://sivapower.com,Manufacturing,USA,CA,SF Bay Area,San Jose,2006-01-01,2006,2006-01,2006-Q1,1,15000000,2014-06-19,2014-06-19
"Anchor ID, Inc.",operating,/organization/anchor-id-inc,http://AnchorID.com,Software,USA,NY,New York City,Kingston,2014-01-01,2014,2014-01,2014-Q1,2,590000,2014-07-02,2014-10-01
RealConnex.com,operating,/organization/realconnex-com,http://www.realconnex.com/,Real Estate,,,,,2012-01-01,2012,2012-01,2012-Q1,4,2450000,2012-11-18,2014-06-13
Fieldglass,acquired,/organization/fieldglass,http://www.fieldglass.com,Software,USA,IL,Chicago,Chicago,1999-11-12,1999,1999-11,1999-Q4,2,173287501,2005-01-18,2010-10-26
TrueAbility,operating,/organization/trueability,http://trueability.com,Enterprise Software,USA,TX,San Antonio,San Antonio,2012-01-01,2012,2012-01,2012-Q1,2,2750000,2012-11-01,2013-07-29
,,,,,,,,,,,,,,,,
VLinks Media,operating,/organization/vlinks-media,http://vlinksmedia.com/,Mobile,USA,IL,Chicago,Chicago,,,,,1,0,2013-02-01,2013-02-01
Locally,operating,/organization/locally,http://locally.fm,Location Based Services,USA,PA,Harrisburg,Lititz,2012-07-15,2012,2012-07,2012-Q3,1,0,2012-07-01,2012-07-01
